0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.6923180149369665,0.7301199730114005,0.7529931706259143,0.774295099879649,0.7873585231988427,0.8096194369380942,0.8171095827528214,0.83733315342789,0.8471169993142098,0.865607143488182,0.8859021185652969,0.8774300109804978,0.8391039837086343,0.8097244071455787,0.775423778709091,0.7234583214093044,0.6796116096730005,0.6319947869239186,0.5745432409377953,0.531237120159707,0.46328372948315266,0.40409207374582934,0.3462156146059092,0.28892081710000683,0.2666336265298832,0.33646983921521034,0.39021464421877905,0.4544688810211195,0.49149181379975815,0.49745542175197244,0.4964496642377503,0.48192286199371814,0.41738511139043766,0.3308684488523097,0.24413142318679837,0.15739439752128837,0.07109372019627402,0.012490290301452323,0.00046540782414794535,0.0,0.006415341807815,0.02866415032706149,0.061356366831409215,0.11610724563649288,0.18251187718309803,0.22991793573227826,0.2935880937940749,0.3588613966605019,0.41067830699343233,0.4592623801547884,0.4877162023375252,0.5103071032267747,0.5143108915204904,0.5340943346554887,0.5407582794158383,0.5397218470632685,0.5217247656648771,0.5316625700994475,0.5142713906205927,0.5137266404906642,0.5126200173559123,0.49173833965470237,0.49720890831126585,0.5135071485910281,0.5027173889270191,0.4952171871613462,0.5343123106539238,0.57764727536326,0.620862807240953,0.6547829448766773,0.6905123935716091,0.6720662642134316,0.6066166118888612,0.5600250795992894,0.5202501249720299,0.4923540946957896,0.4865075864903394,0.4695910115225246,0.47494566660779824,0.5321057400259948,0.5843549972987843,0.5859384494420823,0.5151021015822783,0.4291843975589602,0.36215982933978186,0.28820158216538694,0.2476423331474904,0.2690380070088323,0.3187266575106156,0.3924727496108744,0.45750704248787244,0.5212832608475848,0.5935137812418478,0.6513200078727897,0.7069136099269198,0.748468112104753,0.7778818626174502,0.805498436356709,0.8260761529000691,0.8464286707837143,0.867986412424675,0.8947933891347377,0.9236338965476394,0.9474541972429256,0.9705332688215691,0.9924305001207117,1.0,0.9807794518580133,0.9480765412627274,0.9049956162472768,0.8672707059848701,0.8317432942301393,0.788489173800901,0.7538368243822902,0.7317631838348433,0.7497769228018472,0.7620427021625247,0.7830043700833951,0.7845404551092701,0.802335907757417,0.811151098449419,0.8164094959088999,0.8371437738109444,0.8381952206085899,0.8381952206085899,0.8381942917311163,0.8347983122864076,0.815233577729269,0.8290891757527952,0.8152381573112324,0.8366168734847612,0.8397851525152058,0.8685673050939604,0.9095561996000265,0.9419635421322594,0.9838919611422972,0.9887877409840984,0.9479905573164977,0.8984674661307812,0.834890941166651,0.7937342493388995,0.7730786183539076,0.7521506235521294,0.7312174685250339,0.7416651745553171,0.7844617636746207,0.8388300675381561,0.8443511956913303,0.7661329064794353,0.6794324260775078,0.6025625659529892,0.5327290063256864,0.4670164933534675,0.4628910054720503,0.497773983209024,0.5503656556978216,0.6154263532776394,0.692552642496195,0.7606425298222064,0.8260710780678773,0.8793886986803416,0.9150323966843823,0.9193588683789882,0.9297743354003192,0.9461804947494947,0.9463514139812315,0.9467612541745742,0.9643467844005391,0.9658461105261127,0.9468556911301844,0.9462540575568656,0.9319108689748106,0.8902192916772789,0.8465384502399775,0.7921914081577883,0.7430129936996188,0.6899154386390594,0.6514732645206855,0.6055580840902568,0.5719302370405259,0.5857363203458874,0.5692147433465635,0.5676100022554493,0.5503595509096089,0.5400525531862908,0.515492194961154,0.48784568726049926,0.47050467104041616,0.4592129178106674,0.4396267893534267,0.41181455851506854,0.3909389028860284,0.37859326065721177,0.3779826697152835,0.35904195892323365,0.35151001466766996,0.3450299718263681,0.31727724757682907,0.29792087850767546,0.30421025883247665,0.33243067332435583,0.37027848862351576,0.4029046699836787,0.44450652664754475,0.4429175062284063,0.3875279056772456,0.3296623716485412,0.27815337861288425,0.235490193600016,0.21650450050578707,0.20211769587712514,0.19267809832031402,0.22054063028931603,0.2717713161359061,0.32696440866061227,0.3300695268356071,0.27237205481464466,0.18914849001402656,0.11347425642991515,0.047756127386366476,0.0048781850419183925,0.014716923834458662,0.07187548679485323,0.13611516137830693,0.17587015484145674,0.24225083088922172,0.3025415248442753,0.36041798398419544,0.4179805863758119,0.46462388174807145,0.49684690870800274,0.5338965384639476,0.5465165134576493,0.5689932971994711,0.5921089918548175,0.6174203002911032,0.6595339653849424,0.6897425590689297,0.7104625904598967,0.738489956599139,0.7568372774276568,0.7479225325003487,0.719353490481093,0.6892228448095699,0.6460202451032844,0.5910251886870235,0.5464909165524618,0.4841071787591966,0.4334675436729931,0.40507192578110285,0.3817965916684294,0.37874911747471085,0.3890838631931768,0.38833280448782137,0.4051997947018773
